"","top","model_type","test","gene","stat","pval","fdr","gene_index","ensembl","in_rows","in_rows_top20","results"
"1433",69,"pairwise","pTpos-both","CFC1",4.22119498702015,0.000153943673697978,0.0452811222747687,2904,"ENSG00000136698","c(20712; 36247; 43188; 62719; 93295; 121802; 143374; 164753; 187514; 208794; 227878; 242036; 263016; 291453; 313196; 327245; 340226; 360658; 395929; 398924; 418569; 439339; 459690; 480401; 501276; 526987; 547640; 576846; 587072; 606079; 626567; 649251; 676861; 697649; 710980; 731005; 758724; 787511; 808847; 815344; 854117; 876240; 897238; 918655; 939712; 960605; 976662; 997777; 1010339; 1023483)","integer(0)","character(0)"
"1434",70,"pairwise","pTpos-both","ATP2A1-AS1",4.21057274976734,0.000158887021684896,0.0460860633453801,15434,"ENSG00000260442","c(15295; 35093; 56884; 62711; 91464; 120916; 142450; 157193; 177630; 208767; 226119; 238525; 259583; 280903; 313194; 327770; 341004; 360837; 396744; 411847; 425122; 445164; 459701; 480402; 501277; 526618; 547222; 572133; 594632; 615963; 626594; 651010; 680372; 701082; 721530; 731007; 758199; 786733; 808668; 814529; 841194; 869687; 891413; 918644; 939711; 960604; 977031; 998195; 1015052; 1023517)","integer(0)","character(0)"
"1435",71,"pairwise","pTpos-both","SGF29",4.20264790280294,0.000162675985122391,0.0464621424274169,15425,"ENSG00000176476","c(7118; 38043; 53252; 62939; 93652; 124478; 138918; 149723; 174216; 208182; 214539; 231006; 256257; 288250; 313153; 327940; 337769; 370006; 396405; 407979; 419618; 450961; 459832; 480403; 501587; 524773; 550833; 581977; 602102; 619377; 627179; 662590; 687891; 704408; 714183; 731048; 758029; 789968; 799499; 814868; 845062; 875191; 885616; 918513; 939710; 960294; 978876; 994584; 1005208; 1023744)","integer(0)","character(0)"
"1436",72,"pairwise","pTpos-both","SDR42E2",4.19862490026294,0.000164633142100596,0.0464621424274169,15360,"ENSG00000183921","c(19310; 31680; 53574; 62701; 102381; 118067; 139373; 162952; 182959; 208793; 222062; 243069; 266576; 281444; 313193; 317319; 342041; 362376; 396743; 402938; 427507; 448126; 459495; 480404; 501279; 534584; 557810; 575547; 588873; 610634; 626568; 655067; 675828; 694089; 720989; 731008; 768650; 785696; 807129; 814530; 850103; 867302; 888451; 918850; 939709; 960602; 969065; 987753; 1011638; 1023489)","integer(0)","character(0)"
"1437",73,"pairwise","pTpos-both","RPP30",4.17434167761171,0.000176945620822045,0.0467852261568956,10618,"ENSG00000148688","c(189; 34041; 61139; 67256; 89153; 125293; 133585; 146480; 167099; 190661; 209607; 229726; 251113; 273990; 310660; 329339; 334304; 369796; 396206; 416692; 419064; 457082; 464878; 480405; 505530; 522166; 549184; 584553; 605345; 626494; 644700; 667522; 689171; 709552; 728443; 733541; 756630; 793433; 799709; 815067; 836349; 875745; 879495; 913467; 939708; 956351; 981483; 996233; 1002632; 1023396)","integer(0)","none-both_top2"
"1438",74,"pairwise","pTpos-both","BNIP5",4.17427780790379,0.000176979164259469,0.0467852261568956,6882,"ENSG00000189325","c(19301; 31657; 53543; 62703; 102365; 118053; 139352; 163645; 182197; 208789; 221823; 243071; 266578; 280161; 313189; 317060; 341964; 362059; 396738; 402933; 427824; 448648; 459496; 480406; 501280; 534967; 558592; 575540; 588177; 611302; 626569; 655303; 675823; 694084; 722269; 731009; 768906; 785770; 807443; 814532; 850105; 866982; 887926; 918846; 939704; 960598; 968679; 986822; 1011642; 1023498)","integer(0)","character(0)"
"1439",75,"pairwise","pTpos-both","POSTN",4.17427780790379,0.000176979164259469,0.0467852261568956,13308,"ENSG00000133110","c(19302; 31658; 53544; 62704; 102366; 118054; 139353; 163646; 182275; 208790; 221824; 243072; 266579; 280162; 313190; 317061; 341965; 362060; 396739; 402934; 427825; 448649; 459497; 480407; 501281; 534968; 558593; 575541; 588178; 611380; 626570; 655304; 675824; 694085; 722270; 731010; 768907; 785771; 807444; 814533; 850106; 866983; 887927; 918847; 939705; 960599; 968680; 986823; 1011643; 1023499)","integer(0)","character(0)"
"1440",76,"pairwise","pTpos-both","ZNF726",4.17427780790379,0.000176979164259469,0.0467852261568956,18165,"ENSG00000213967","c(19303; 31659; 53545; 62705; 102367; 118055; 139354; 163647; 182348; 208791; 221825; 243073; 266580; 280163; 313191; 317062; 341966; 362061; 396740; 402935; 427826; 448650; 459498; 480408; 501282; 534969; 558594; 575542; 588179; 611453; 626571; 655305; 675825; 694086; 722271; 731011; 768908; 785772; 807445; 814534; 850107; 866984; 887928; 918848; 939706; 960600; 968681; 986824; 1011644; 1023500)","integer(0)","character(0)"
"1441",77,"pairwise","pTpos-both","AC010331.1",4.17427780790379,0.000176979164259469,0.0467852261568956,18577,"ENSG00000277383","c(19304; 31660; 53546; 62706; 102368; 118056; 139355; 163648; 182355; 208792; 221826; 243074; 266581; 280164; 313192; 317063; 341967; 362062; 396741; 402936; 427827; 448651; 459499; 480409; 501283; 534970; 558595; 575543; 588180; 611460; 626572; 655306; 675826; 694087; 722272; 731012; 768909; 785773; 807446; 814535; 850108; 866985; 887929; 918849; 939707; 960601; 968682; 986825; 1011645; 1023501)","integer(0)","character(0)"
"1442",78,"pairwise","pTpos-both","SMAD3",4.15952528335709,0.0001848959948643,0.0482670994593256,14694,"ENSG00000166949","c(6128; 30223; 60516; 64448; 84701; 125215; 142702; 153162; 168983; 205811; 226765; 230017; 253043; 273622; 311418; 332371; 334421; 358410; 396527; 417478; 420162; 452931; 467525; 480410; 501792; 522129; 543448; 582761; 598663; 624610; 629550; 650364; 688880; 707622; 728811; 732783; 753598; 793316; 811095; 814746; 835563; 874647; 883646; 910820; 939703; 960089; 981520; 1001969; 1004424; 1023514)","integer(0)","character(0)"
"1443",79,"pairwise","pTpos-both","EHHADH",4.14738715145663,0.00019166871327203,0.0492826614617768,4573,"ENSG00000113790","c(2126; 37857; 59522; 62936; 93129; 122870; 144431; 146940; 167616; 206470; 210948; 230233; 250973; 279898; 313188; 328883; 344947; 365654; 396737; 412933; 428813; 449445; 459784; 480411; 501284; 525864; 546379; 576333; 604885; 625977; 628891; 666181; 688664; 709692; 722535; 731013; 757086; 782790; 803851; 814536; 840108; 865996; 887132; 918561; 939702; 960597; 977785; 999038; 1010852; 1023415)","integer(0)","character(0)"
"1444",80,"pairwise","pTpos-both","ABCC8",4.14416675429793,0.000193505949045475,0.0492826614617768,11153,"ENSG00000006071","c(6407; 39018; 47593; 63317; 88375; 125251; 134386; 148840; 176105; 205922; 218011; 230050; 256963; 290542; 312759; 332100; 336039; 371516; 393971; 409297; 417790; 443824; 462396; 480412; 502553; 522364; 548340; 583990; 602985; 617488; 629439; 659118; 688847; 703702; 711891; 731442; 753869; 791698; 797989; 817302; 843744; 877019; 892753; 915949; 939701; 959328; 981285; 997077; 1003195; 1023835)","integer(0)","character(0)"
"1445",20883,"pairwise","pTpos-both","ALDH3B1",-4.29519147108017,0.000123451667064672,0.0379141855143914,11604,"ENSG00000006534","c(19175; 26367; 57152; 81235; 98762; 104423; 144244; 165621; 179072; 196828; 224162; 250605; 259719; 274280; 293418; 315348; 355020; 356747; 382605; 407460; 438561; 443487; 473441; 501215; 513395; 542980; 549636; 563871; 586204; 614521; 638533; 652967; 668292; 700946; 728153; 750783; 770621; 772717; 812758; 828668; 845581; 856248; 893090; 904904; 918898; 948486; 960669; 995781; 1023314; 1023395)","integer(0)","c(""both_top3""; ""both-next_both_top3""; ""both-none_top4""; ""both-Abpos_top9""; ""both-next_Abpos_top4""; ""both-pTpos_top2""; ""both-next_pTpos_top5"")"
"1446",20884,"pairwise","pTpos-both","LINC01378",-4.34379270915992,0.000106735780374388,0.0359527425377214,5213,"ENSG00000236922","c(19968; 37071; 55676; 77242; 104281; 104421; 134048; 158002; 180074; 203632; 215273; 250607; 269459; 286733; 303793; 321087; 355027; 371387; 385693; 398836; 438563; 453389; 462861; 501216; 514036; 542984; 562630; 563872; 593823; 613519; 631729; 661856; 668290; 691206; 715700; 740408; 764882; 772710; 798118; 825580; 854205; 856246; 883188; 915484; 918897; 947845; 960665; 982787; 1023313; 1023336)","integer(0)","c(""both_top1""; ""both-next_both_top4""; ""both-none_top2""; ""both-Abpos_top2""; ""both-next_Abpos_top2""; ""both-pTpos_top1""; ""both-next_pTpos_top1""; ""noWM_top20"")"
"1447",1,"pairwise","pTpos-next_both","TESMIN",10.1703025778303,3.32479449193422e-12,6.94350081695542e-08,11614,"ENSG00000132749","c(20280; 33969; 55901; 62653; 103545; 120099; 141575; 164724; 182969; 208840; 222032; 243454; 266653; 280919; 313260; 317056; 342071; 362033; 396796; 402813; 428109; 448192; 459449; 480333; 501217; 535471; 558591; 574699; 587101; 610624; 626521; 655100; 675443; 694012; 721514; 730941; 768913; 785666; 807472; 814477; 850228; 866700; 888385; 918896; 939780; 960664; 968178; 986826; 1012486; 1023317)","integer(0)","c(""pT+_top1""; ""pTpos-next_pTpos_top1""; ""pTpos-both_top1""; ""pTpos-next_both_top1""; ""pTpos-none_top1""; ""pTpos-Abpos_top1""; ""pTpos-next_Abpos_top1""; ""noWM_top1"")"
"1448",2,"pairwise","pTpos-next_both","PIK3IP1-AS1",8.39108588125906,4.79270368608996e-10,5.00454118901514e-06,19945,"ENSG00000228839","c(20201; 33655; 55566; 62654; 103422; 119840; 141287; 164941; 182985; 208839; 222112; 243748; 266564; 280521; 313259; 317143; 342040; 361513; 396795; 402947; 428107; 447833; 459450; 480334; 501218; 535167; 557298; 574628; 586884; 610608; 626522; 655017; 675149; 694134; 721912; 730942; 768861; 785697; 807992; 814478; 850094; 866702; 888744; 918895; 939779; 960663; 968482; 988119; 1012557; 1023318)","integer(0)","c(""pT+_top2""; ""pTpos-next_pTpos_top2""; ""pTpos-both_top2""; ""pTpos-next_both_top2""; ""pTpos-none_top2""; ""pTpos-Abpos_top2""; ""pTpos-next_Abpos_top2""; ""noWM_top2"")"
"1449",3,"pairwise","pTpos-next_both","KLHL7-DT",8.24737288528875,7.28478246654227e-10,5.07117990104229e-06,7711,"ENSG00000230658","c(20193; 33623; 55544; 62655; 103409; 119806; 141249; 163180; 181789; 208838; 222027; 243070; 266543; 280143; 313258; 317256; 342034; 362058; 396794; 403337; 428108; 448647; 459451; 480335; 501219; 534622; 557714; 575510; 588645; 611804; 626523; 655095; 675827; 694113; 722290; 730943; 768713; 785703; 807447; 814479; 849704; 866701; 887930; 918894; 939778; 960662; 969027; 987657; 1011675; 1023319)","integer(0)","c(""pT+_top3""; ""pTpos-next_pTpos_top3""; ""pTpos-both_top3""; ""pTpos-next_both_top3""; ""pTpos-none_top3""; ""pTpos-Abpos_top3""; ""pTpos-next_Abpos_top3""; ""noWM_top3"")"
"1450",4,"pairwise","pTpos-next_both","AC097460.1",7.63501160404437,4.45189347990618e-09,1.85946686868721e-05,5141,"ENSG00000245322","c(20130; 33438; 55387; 62656; 103327; 119672; 141093; 164215; 182656; 208836; 222077; 243370; 266651; 280845; 313256; 317258; 342017; 362065; 396792; 403283; 427785; 448418; 459452; 480336; 501220; 534614; 557675; 575527; 587411; 610936; 626524; 655051; 675526; 694013; 721587; 730944; 768710; 785719; 807439; 814480; 849741; 867023; 888032; 918892; 939776; 960660; 969034; 987618; 1011657; 1023320)","integer(0)","c(""pT+_top4""; ""pTpos-next_pTpos_top4""; ""pTpos-both_top4""; ""pTpos-next_both_top4""; ""pTpos-none_top4""; ""pTpos-Abpos_top4""; ""pTpos-next_Abpos_top4""; ""noWM_top4"")"
"1451",5,"pairwise","pTpos-next_both","HIST4H4",7.63501160404437,4.45189347990618e-09,1.85946686868721e-05,12280,"ENSG00000197837","c(20131; 33439; 55388; 62657; 103328; 119673; 141094; 164349; 182657; 208837; 222078; 243371; 266652; 280846; 313257; 317259; 342018; 362066; 396793; 403299; 427786; 448489; 459453; 480337; 501221; 534615; 557770; 575528; 587545; 610937; 626525; 655052; 675527; 694014; 721588; 730945; 768711; 785720; 807440; 814481; 849757; 867024; 888103; 918893; 939777; 960661; 969035; 987713; 1011658; 1023321)","integer(0)","c(""pT+_top5""; ""pTpos-next_pTpos_top5""; ""pTpos-both_top5""; ""pTpos-next_both_top5""; ""pTpos-none_top5""; ""pTpos-Abpos_top5""; ""pTpos-next_Abpos_top5""; ""noWM_top5"")"
"1452",6,"pairwise","pTpos-next_both","MECOM",7.53137289490298,6.07156460546392e-09,2.11330925367514e-05,4473,"ENSG00000085276","c(20540; 35035; 56831; 62659; 93605; 120876; 142406; 163172; 181029; 208835; 228255; 245956; 266871; 279206; 313255; 328486; 345078; 365222; 396791; 412538; 428885; 449155; 459461; 480338; 501222; 526123; 546658; 572108; 588653; 612564; 626526; 648874; 672941; 693794; 722993; 730946; 757483; 782659; 804283; 814482; 840503; 865924; 887422; 918884; 939775; 960659; 977526; 998759; 1015077; 1023322)","integer(0)","c(""pT+_top7""; ""pTpos-next_pTpos_top13""; ""pTpos-both_top6""; ""pTpos-next_both_top6""; ""pTpos-none_top6""; ""pTpos-Abpos_top6""; ""pTpos-next_Abpos_top6""; ""noWM_top6"")"
"1453",7,"pairwise","pTpos-next_both","CBR3-AS1",7.32921358215817,1.11548926887821e-08,3.32798255589321e-05,19606,"ENSG00000236830","c(17895; 35765; 47621; 62660; 104066; 121420; 142995; 156924; 186066; 208832; 213819; 238257; 259273; 290205; 313254; 321080; 339341; 359789; 396785; 397715; 419627; 440268; 459454; 480339; 501223; 532628; 553909; 576182; 594901; 607527; 626529; 663310; 680640; 701392; 712228; 730947; 764889; 788396; 809716; 814488; 855326; 875182; 896309; 918891; 939774; 960658; 971021; 991508; 1011003; 1023323)","integer(0)","c(""pT+_top8""; ""pTpos-next_pTpos_top6""; ""pTpos-both_top7""; ""pTpos-next_both_top7""; ""pTpos-none_top9""; ""pTpos-Abpos_top7""; ""pTpos-next_Abpos_top12""; ""noWM_top7"")"
"1454",8,"pairwise","pTpos-next_both","LINC02192",7.2508038176674,1.41374103768842e-08,3.69057097888563e-05,15571,"ENSG00000261325","c(10704; 36368; 52231; 62663; 104186; 121885; 143457; 151200; 175803; 208828; 210221; 233315; 253866; 288564; 313253; 315877; 339183; 360897; 396788; 398233; 421036; 441515; 459455; 480340; 501224; 533580; 559301; 577951; 600625; 617790; 626533; 666908; 685582; 706799; 713869; 730948; 770092; 788554; 808608; 814485; 854808; 873773; 895062; 918890; 939773; 960657; 970069; 986116; 1009234; 1023324)","integer(0)","c(""pT+_top11""; ""pTpos-next_pTpos_top7""; ""pTpos-both_top8""; ""pTpos-next_both_top8""; ""pTpos-none_top13""; ""pTpos-Abpos_top8""; ""pTpos-next_Abpos_top9""; ""noWM_top8"")"
"1455",9,"pairwise","pTpos-next_both","KCNE4",7.15674724915805,1.87984328576686e-08,4.36207190888389e-05,3369,"ENSG00000152049","c(20053; 33281; 55226; 62658; 103244; 119522; 140941; 162826; 182654; 208834; 221897; 243369; 266535; 281445; 313252; 317257; 342083; 362374; 396790; 402814; 427784; 448124; 459456; 480341; 501225; 535176; 558051; 574947; 588999; 610939; 626527; 655232; 675528; 694105; 720988; 730949; 768712; 785654; 807131; 814483; 850227; 867025; 888453; 918889; 939772; 960656; 968473; 987366; 1012238; 1023325)","integer(0)","c(""pT+_top6""; ""pTpos-next_pTpos_top8""; ""pTpos-both_top9""; ""pTpos-next_both_top9""; ""pTpos-none_top7""; ""pTpos-Abpos_top9""; ""pTpos-next_Abpos_top7""; ""noWM_top9"")"
"1456",10,"pairwise","pTpos-next_both","SLC1A7",6.7484576943981,6.53007407239731e-08,0.000136374066927945,688,"ENSG00000162383","c(19987; 33122; 55071; 62661; 103191; 119397; 140800; 164940; 182653; 208833; 222076; 243747; 266654; 278343; 313251; 317012; 342015; 361850; 396789; 403273; 428514; 448654; 459457; 480342; 501226; 535468; 558046; 574698; 586885; 610940; 626528; 655053; 675150; 694011; 724090; 730950; 768957; 785722; 807655; 814484; 849731; 866295; 887923; 918888; 939771; 960655; 968181; 987371; 1012487; 1023326)","integer(0)","c(""pT+_top9""; ""pTpos-next_pTpos_top9""; ""pTpos-both_top10""; ""pTpos-next_both_top10""; ""pTpos-none_top8""; ""pTpos-Abpos_top10""; ""pTpos-next_Abpos_top8""; ""noWM_top10"")"
"1457",11,"pairwise","pTpos-next_both","GDF6",6.55288027099443,1.19061633690945e-07,0.0002260439234547,9013,"ENSG00000156466","c(19960; 33036; 54980; 62662; 103156; 119316; 140721; 164291; 182652; 208831; 222065; 243368; 266650; 280834; 313250; 317236; 342014; 362064; 396787; 403176; 427783; 448450; 459458; 480343; 501227; 534644; 558045; 575529; 587487; 610941; 626530; 655064; 675529; 694015; 721599; 730951; 768733; 785723; 807441; 814486; 849865; 867026; 888064; 918887; 939770; 960654; 969005; 987372; 1011656; 1023328)","integer(0)","c(""pT+_top10""; ""pTpos-next_pTpos_top10""; ""pTpos-both_top11""; ""pTpos-next_both_top11""; ""pTpos-none_top10""; ""pTpos-Abpos_top11""; ""pTpos-next_Abpos_top10""; ""noWM_top12"")"
"1458",12,"pairwise","pTpos-next_both","NCF2",6.48357541891591,1.4738145152916e-07,0.000256492852811249,1617,"ENSG00000116701","c(15047; 35969; 47546; 62665; 104113; 121595; 143153; 155322; 185337; 208827; 212380; 236705; 257621; 290086; 313249; 316176; 339288; 360524; 396782; 397743; 419731; 440368; 459459; 480344; 501228; 533417; 558919; 577346; 596503; 608256; 626534; 664749; 682192; 703044; 712347; 730952; 769793; 788449; 808981; 814491; 855298; 875078; 896209; 918886; 939769; 960653; 970232; 986498; 1009839; 1023330)","integer(0)","c(""pT+_top13""; ""pTpos-next_pTpos_top11""; ""pTpos-both_top12""; ""pTpos-next_both_top12""; ""pTpos-none_top14""; ""pTpos-Abpos_top12""; ""pTpos-next_Abpos_top15""; ""noWM_top14"")"
"1459",13,"pairwise","pTpos-next_both","ZMIZ1-AS1",6.4170472694296,1.80927393589114e-07,0.000290652899055004,10545,"ENSG00000224596","c(19938; 32981; 54931; 62664; 103139; 119277; 140672; 162947; 181043; 208830; 221827; 242785; 266190; 280139; 313248; 317233; 341962; 362027; 396786; 403291; 427821; 448467; 459460; 480345; 501229; 534620; 557752; 575511; 588878; 612550; 626531; 655302; 676112; 694475; 722294; 730953; 768736; 785775; 807478; 814487; 849749; 866988; 888081; 918885; 939768; 960652; 969029; 987695; 1011674; 1023332)","integer(0)","c(""pT+_top12""; ""pTpos-next_pTpos_top12""; ""pTpos-both_top13""; ""pTpos-next_both_top13""; ""pTpos-none_top11""; ""pTpos-Abpos_top13""; ""pTpos-next_Abpos_top11""; ""noWM_top16"")"
"1460",14,"pairwise","pTpos-next_both","AC006946.2",6.28136476517768,2.75058137205511e-07,0.000410308152671421,19729,"ENSG00000273203","c(10291; 35137; 56940; 62666; 103892; 120959; 142491; 152564; 172995; 208806; 210811; 234364; 254996; 281150; 313247; 315938; 340114; 365257; 396784; 400091; 424632; 449184; 459462; 480346; 501230; 534359; 559466; 577772; 599261; 620598; 626555; 666318; 684533; 705669; 721283; 730954; 770031; 787623; 804248; 814489; 852950; 870177; 887393; 918883; 939767; 960651; 969290; 985951; 1009413; 1023333)","integer(0)","c(""pT+_top14""; ""pTpos-next_pTpos_top14""; ""pTpos-both_top14""; ""pTpos-next_both_top14""; ""pTpos-Abpos_top14""; ""pTpos-next_Abpos_top13""; ""noWM_top17"")"
"1461",15,"pairwise","pTpos-next_both","LINC00290",5.9366240960871,7.99680586037645e-07,0.00111336862392068,5436,"ENSG00000248197","c(20694; 36021; 57830; 62693; 85429; 121627; 143185; 164755; 182665; 208829; 229632; 246748; 268014; 279828; 313246; 333705; 346042; 366890; 396783; 417372; 429750; 450623; 459678; 480347; 501231; 522488; 543247; 571390; 587070; 610928; 626532; 647497; 672149; 692651; 722605; 730955; 752264; 781695; 802615; 814490; 835669; 865059; 885954; 918667; 939766; 960650; 981161; 1002170; 1015795; 1023335)","integer(0)","c(""pTpos-both_top15""; ""pTpos-next_both_top15""; ""pTpos-none_top12""; ""pTpos-Abpos_top15""; ""pTpos-next_Abpos_top14""; ""noWM_top19"")"
"1462",16,"pairwise","pTpos-next_both","AL050309.1",5.49302995750846,3.16418789544453e-06,0.00413005625052898,20463,"ENSG00000227486","c(20602; 35365; 47820; 62684; 94382; 121129; 142681; 164567; 186831; 208826; 227532; 242302; 263013; 289057; 313245; 326291; 340785; 360649; 396755; 405909; 420620; 441114; 459493; 480348; 501232; 527804; 548517; 572171; 587258; 606762; 626535; 649597; 676595; 697652; 713376; 730956; 759678; 786952; 808856; 814518; 847132; 874189; 895463; 918852; 939765; 960649; 975845; 996900; 1015014; 1023340)","integer(0)","c(""pTpos-both_top16""; ""pTpos-next_both_top16""; ""pTpos-none_top15""; ""pTpos-Abpos_top16"")"
"1463",17,"pairwise","pTpos-next_both","LCN15",5.3820789657128,4.4616854092353e-06,0.00468674344499394,10073,"ENSG00000177984","c(10892; 37648; 56505; 62699; 90388; 122743; 144314; 152108; 174762; 208779; 224887; 234007; 254610; 286507; 313244; 331021; 341273; 367078; 396762; 413145; 422522; 442967; 459517; 480349; 501233; 524343; 544854; 576918; 599717; 618831; 626582; 652242; 684890; 706055; 715926; 730957; 754948; 786464; 802427; 814511; 839896; 872287; 893610; 918828; 939764; 960648; 979306; 1000563; 1010267; 1023361)","integer(0)","c(""pTpos-both_top17""; ""pTpos-next_both_top17""; ""pTpos-Abpos_top17"")"
"1464",18,"pairwise","pTpos-next_both","HSF2BP",5.36693777289166,4.6757602086813e-06,0.00468674344499394,19670,"ENSG00000160207","c(19760; 32526; 54395; 62667; 102888; 118874; 140252; 163029; 182979; 208825; 222051; 243465; 266588; 281562; 313243; 317262; 342121; 362375; 396781; 402803; 428110; 447876; 459463; 480350; 501234; 535501; 558106; 574664; 588796; 610614; 626536; 655119; 675432; 694077; 720871; 730958; 768707; 785616; 807130; 814492; 850238; 866699; 888701; 918882; 939763; 960647; 968148; 987311; 1012521; 1023342)","integer(0)","c(""pT+_top15""; ""pTpos-next_pTpos_top15""; ""pTpos-both_top18""; ""pTpos-next_both_top18""; ""pTpos-none_top16""; ""pTpos-Abpos_top18""; ""pTpos-next_Abpos_top16"")"
"1465",19,"pairwise","pTpos-next_both","AC063919.1",5.32246356924391,5.36555994941387e-06,0.00468674344499394,4222,"ENSG00000251448","c(19749; 32485; 54365; 62668; 102867; 118841; 140219; 164763; 182980; 208824; 222086; 243451; 266590; 280998; 313242; 317109; 342016; 361812; 396780; 402831; 427776; 447867; 459464; 480351; 501235; 534963; 557362; 574695; 587062; 610613; 626537; 655043; 675446; 694075; 721435; 730959; 768827; 785721; 807693; 814493; 850210; 867033; 888710; 918881; 939762; 960646; 968686; 988055; 1012490; 1023347)","integer(0)","c(""pT+_top16""; ""pTpos-next_pTpos_top16""; ""pTpos-both_top19""; ""pTpos-next_both_top19""; ""pTpos-none_top17""; ""pTpos-Abpos_top19""; ""pTpos-next_Abpos_top17"")"
"1466",20,"pairwise","pTpos-next_both","ZNF707",5.29132988631317,5.90787455268022e-06,0.00468674344499394,9249,"ENSG00000181135","c(20333; 34157; 44315; 62685; 103603; 120249; 141730; 164692; 187100; 208823; 218687; 242165; 266748; 290052; 313241; 316115; 340467; 365057; 396742; 397752; 419767; 440393; 459465; 480352; 501236; 534486; 559298; 577332; 587133; 606493; 626538; 658442; 676732; 693917; 712381; 730960; 769854; 787270; 804448; 814531; 855289; 875042; 896184; 918880; 939761; 960645; 969163; 986119; 1009853; 1023357)","integer(0)","c(""pTpos-next_pTpos_top17""; ""pTpos-both_top20""; ""pTpos-next_both_top20""; ""pTpos-none_top18""; ""pTpos-Abpos_top20"")"
"1467",21,"pairwise","pTpos-next_both","AC096667.1",5.28543810316362,6.01648211027882e-06,0.00468674344499394,3129,"ENSG00000283839","c(19235; 29899; 47489; 62698; 97608; 123004; 144546; 165164; 186303; 208798; 225348; 238325; 259353; 286465; 313205; 322582; 336550; 357153; 396730; 399700; 419317; 440003; 459500; 480353; 501237; 527271; 547972; 578323; 586661; 607290; 626563; 651781; 680572; 701312; 715968; 730996; 763387; 791187; 812352; 814543; 853341; 875492; 896574; 918845; 939760; 960644; 976378; 997445; 1008862; 1023383)","integer(0)","character(0)"
"1468",22,"pairwise","pTpos-next_both","AC133785.1",5.28314524107134,6.05928332765928e-06,0.00468674344499394,2907,"ENSG00000233221","c(19726; 32454; 54342; 62669; 102845; 118815; 140183; 164166; 182962; 208817; 221847; 243459; 266533; 281118; 313235; 317013; 342095; 361919; 396774; 402804; 428189; 448087; 459466; 480354; 501238; 535760; 558293; 574629; 587362; 610626; 626539; 655277; 675433; 694103; 721310; 730961; 768951; 785637; 807541; 814494; 850232; 866615; 888485; 918874; 939754; 960638; 967884; 987119; 1012551; 1023351)","integer(0)","c(""pT+_top17""; ""pTpos-next_pTpos_top18""; ""pTpos-none_top19""; ""pTpos-next_Abpos_top18"")"
"1469",23,"pairwise","pTpos-next_both","AC079354.2",5.28314524107134,6.05928332765928e-06,0.00468674344499394,3228,"ENSG00000231903","c(19727; 32455; 54343; 62670; 102846; 118816; 140184; 164174; 182963; 208818; 221848; 243460; 266534; 281119; 313236; 317014; 342096; 361920; 396775; 402805; 428190; 448088; 459467; 480355; 501239; 535761; 558294; 574630; 587370; 610627; 626540; 655278; 675434; 694104; 721311; 730962; 768952; 785638; 807542; 814495; 850233; 866616; 888486; 918875; 939755; 960639; 967885; 987120; 1012552; 1023352)","integer(0)","c(""pT+_top18""; ""pTpos-next_pTpos_top19""; ""pTpos-none_top20""; ""pTpos-next_Abpos_top19"")"
"1470",24,"pairwise","pTpos-next_both","AL445309.1",5.28314524107134,6.05928332765928e-06,0.00468674344499394,6511,"ENSG00000272320","c(19728; 32456; 54344; 62671; 102847; 118817; 140185; 164244; 182964; 208819; 221849; 243461; 266539; 281120; 313237; 317015; 342097; 361931; 396776; 402806; 428191; 448089; 459468; 480356; 501240; 535762; 558295; 574631; 587440; 610628; 626541; 655279; 675435; 694109; 721312; 730963; 768953; 785639; 807553; 814496; 850234; 866617; 888487; 918876; 939756; 960640; 967886; 987121; 1012553; 1023353)","integer(0)","c(""pT+_top19""; ""pTpos-next_pTpos_top20""; ""pTpos-next_Abpos_top20"")"
"1471",25,"pairwise","pTpos-next_both","LINC00640",5.28314524107134,6.05928332765928e-06,0.00468674344499394,13859,"ENSG00000258479","c(19729; 32457; 54345; 62672; 102848; 118818; 140186; 164377; 182965; 208820; 221850; 243462; 266550; 281121; 313238; 317016; 342098; 361949; 396777; 402807; 428192; 448090; 459469; 480357; 501241; 535763; 558296; 574632; 587573; 610629; 626542; 655280; 675436; 694120; 721313; 730964; 768954; 785640; 807571; 814497; 850235; 866618; 888488; 918877; 939757; 960641; 967887; 987122; 1012554; 1023354)","integer(0)","pT+_top20"
"1472",26,"pairwise","pTpos-next_both","AC011912.1",5.28314524107134,6.05928332765928e-06,0.00468674344499394,14579,"ENSG00000279145","c(19730; 32458; 54346; 62673; 102849; 118819; 140187; 164395; 182966; 208821; 221851; 243463; 266551; 281122; 313239; 317017; 342099; 361951; 396778; 402808; 428193; 448091; 459470; 480358; 501242; 535764; 558297; 574633; 587591; 610630; 626543; 655281; 675437; 694121; 721314; 730965; 768955; 785641; 807573; 814498; 850236; 866619; 888489; 918878; 939758; 960642; 967888; 987123; 1012555; 1023355)","integer(0)","character(0)"
